Assembly_ID,Accession_Name,Accession_ID,Accession_alias,Original_Assembly_ID,Version,QC_pipeline,Final_assembly,TMP_comments,CSnumber,Latitude,Longitude,Altitude,Gaps,Sum,Largest,Pangenome_reference,Primary_Sequencing_Technology,Assembler,Individual_or_pool,Latest_released_Year,Published,Publication_First_author,Publication_year,Publication_Journal,Publication_DOI,Publication_URL,Best_unique_assembly
100097,MONT-B-14,22048,,,1.0,,,,,43.852723,1.873536,156.0,5.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Pool,2024.0,no,Duflos,,unpublished,,,
100098,MONTM-B-16,22049,,,1.0,,,,,42.861218,0.596869,774.0,16.0,,,no,HiFi,hifiasm_v0.16.1-r375,Pool,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100099,MONTM-B-7,22050,,,1.0,,,,,42.861218,0.596869,774.0,2.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Pool,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100100,NAUV-B-14,22051,,,1.0,,,,,44.520418,2.427129,257.0,14.0,,,no,HiFi,hifiasm_v0.16.1-r375,Pool,2024.0,no,Duflos,,unpublished,,,
100101,NAUV-B-7,22052,,,1.0,,,,,44.520418,2.427129,257.0,12.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Pool,2024.0,no,Duflos,,unpublished,,,
100102,PREI-A-14,22053,,,1.0,,,,,43.717856,0.623298,120.0,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Pool,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100103,PREI-A-9,22054,,,1.0,,,,,43.717856,0.623298,120.0,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Pool,2024.0,no,Duflos,,unpublished,,,
100104,RAYR-A-17,22055,,,1.0,,,,,44.196005,2.493157,555.0,15.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Pool,2024.0,no,Duflos,,unpublished,,,
100105,RAYR-A-9,22056,,,1.0,,,,,44.196005,2.493157,555.0,13.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Pool,2024.0,no,Duflos,,unpublished,,,
100106,SALE-A-10,22057,,,1.0,,,,,43.024966,0.965965,413.0,3.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Pool,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100107,SALE-A-17,22058,,,1.0,,,,,43.024966,0.965965,413.0,10.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Pool,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100108,IP-Alo-0,9506,,,1.0,,,,CS76662,40.109691,-7.476146,763.0,6.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100109,IP-Alo-19,22059,,,1.0,,,,,40.109691,-7.476146,763.0,8.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100110,IP-Cas-0,9831,,,1.0,,,,CS76743,38.534077,-3.39072,811.0,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100111,IP-Cas-6,22060,,,1.0,,,,,38.534077,-3.39072,811.0,5.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100112,IP-Cat-0,9832,,100112.0,1.0,,False,,CS76759,40.542081,-3.68695,733.0,8.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100113,IP-Cat-28,22061,,,1.0,,,,,40.542081,-3.68695,733.0,7.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100114,IP-Cer-1,22062,,,1.0,,,,CS799222,40.737094,-4.068902,1168.0,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100115,IP-Cer-6,22063,,,1.0,,,,,40.737094,-4.068902,1168.0,23.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100116,IP-Evs-0,9845,,,1.0,,,,CS76848,40.479175,-3.959696,613.0,4.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100117,IP-Evs-12,22064,,,1.0,,,,,40.479175,-3.959696,613.0,3.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100118,IP-Her-10,22065,,,1.0,,,,,39.394802,-5.782793,584.0,11.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100119,IP-Her-12,9545,,,1.0,,,,CS76920,39.394802,-5.782793,584.0,3.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100120,IP-Hom-0,22066,,,1.0,,,,,40.816799,-1.68601,1262.0,11.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100121,IP-Hom-4,9546,,,1.0,,,,CS76929,40.816799,-1.68601,1262.0,6.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100122,IP-Hum-2,9549,,100122.0,1.0,,False,,CS76943,42.227184,-3.688887,924.0,9.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100123,IP-Hum-4,22067,,,1.0,,,,,42.227184,-3.688887,924.0,11.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100124,IP-Las-0,22068,,,1.0,,,,CS2110049,40.568011,-4.152667,1071.0,7.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100125,IP-Las-4,22069,,,1.0,,,,,40.568011,-4.152667,1071.0,10.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100126,IP-Ldd-0,9553,,,1.0,,,,CS77012,41.576141,-4.70746,712.0,18.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100127,IP-Ldd-2,22070,,,1.0,,,,,41.576141,-4.70746,712.0,8.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100128,IP-Lor-0,22071,,,1.0,,,,CS2110053,38.860067,-0.263499,922.0,10.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100129,IP-Lor-16,22072,,,1.0,,,,,38.860067,-0.263499,922.0,5.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100130,IP-Mar-1,9555,,,1.0,,,,CS77068,39.581325,-3.931648,1030.0,3.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100131,IP-Mar-12,22073,,,1.0,,,,,39.581325,-3.931648,1030.0,11.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100132,IP-Mdc-0,9865,,,1.0,,,,CS2110058,38.874341,-3.52962,725.0,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100133,IP-Mdc-14,22074,,,1.0,,,,,38.874341,-3.52962,725.0,6.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100134,IP-Med-0,22075,,,1.0,,,,CS799270,42.455239,-6.765742,771.0,9.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100135,IP-Med-3,22076,,,1.0,,,,,42.455239,-6.765742,771.0,10.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100136,IP-Met-4,22077,,,1.0,,,,,40.261667,-4.154601,583.0,5.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100137,IP-Met-6,22078,,,1.0,,,,,40.261667,-4.154601,583.0,5.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100138,IP-Mie-1,9867,,100138.0,1.0,,False,,CS77083,40.941507,-3.218865,979.0,12.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100139,IP-Mie-3,22079,,,1.0,,,,,40.941507,-3.218865,979.0,15.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100140,IP-Mor-0,22080,,,1.0,,,,CS2110060,40.870455,-6.073196,803.0,8.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100141,IP-Mor-5,22081,,,1.0,,,,,40.870455,-6.073196,803.0,8.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100142,IP-Mos-5,22082,,,1.0,,,,,40.040579,-7.110302,620.0,6.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100143,IP-Mos-9,22083,,,1.0,,,,,40.040579,-7.110302,620.0,13.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100144,IP-Pub-0,22084,,,1.0,,,,CS799305,42.056731,-6.633406,906.0,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100145,IP-Pub-1,22085,,,1.0,,,,,42.056731,-6.633406,906.0,7.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100146,IP-Rel-13,22086,,,1.0,,,,,38.602173,-2.705479,1040.0,16.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100147,IP-Rel-20,22087,,,1.0,,,,,38.602173,-2.705479,1040.0,13.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100148,IP-San-6,22088,,,1.0,,,,,38.331366,-3.508882,700.0,11.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100149,IP-San-9,22089,,,1.0,,,,,38.331366,-3.508882,700.0,8.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100150,IP-Scm-0,9580,,,1.0,,,,CS799321,38.680293,-3.574345,730.0,12.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100151,IP-Scm-2,22090,,,1.0,,,,,38.680293,-3.574345,730.0,12.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100152,IP-Sln-0,22091,,,1.0,,,,,40.356889,-3.994843,646.0,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100153,IP-Sln-22,22092,,,1.0,,,,CS2110077,40.356889,-3.994843,646.0,8.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2023.0,yes,Wlodzimierz,2023.0,Nature,10.1038/s41586-023-06062-z,https://www.nature.com/articles/s41586-023-06062-z,
100154,IP-Tod-1,22093,,,1.0,,,,,41.467911,-5.045448,658.0,33.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100155,IP-Tod-5,22094,,,1.0,,,,CS2110079,41.467911,-5.045448,658.0,7.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100156,IP-Vao-0,22095,,,1.0,,,,,41.575265,-7.552605,532.0,15.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100157,IP-Vao-8,22096,,,1.0,,,,,41.575265,-7.552605,532.0,13.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100158,IP-Hum-2,9549,,100122.0,2.0,,ONT does not look as good,,CS76943,42.227184,-3.688887,924.0,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,,Wlodzimierz,2023.0,Nature,,,
100159,IP-Cat-0,9832,,100112.0,2.0,,ONT does not look as good,,CS76759,40.542081,-3.68695,733.0,8.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,,Wlodzimierz,2023.0,Nature,,,
100160,Est-1,6916,,,1.0,,,,,58.3,25.3,,260.0,,,no,CLR,Canu_v1.7,Did_not_say,2023.0,yes,Wang,2023.0,Cell,10.1016/j.cell.2023.05.023,https://www.sciencedirect.com/science/article/pii/S0092867423005421?via%3Dihub,
100161,AH-7,22097,,100161.0,1.0,,False,,,,,,34.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100162,Arb-0,22098,,100162.0,1.0,,False,,,,,,15.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100163,Belmonte-4-94,957,,100163.0,1.0,,False,,,,,,17.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100164,Bor-1,5837,,100164.0,1.0,,False,,,,,,20.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100165,Cdm-0,9943,,100165.0,1.0,,False,,,,,,32.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100166,Col-0,6909,,100166.0,1.0,,False,,,,,,25.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100167,Dra-2,7105,,100167.0,1.0,,False,,,,,,12.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100168,Elk-1,22099,,100168.0,1.0,,False,,,,,,32.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100169,Etna-2,9762,,100169.0,1.0,,False,,,,,,43.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100170,Got-22,6920,,100170.0,1.0,,False,,,,,,29.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100171,Hs-0,7162,,100171.0,1.0,,False,,,,,,33.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100172,Kelsterbach-2,7188,,100172.0,1.0,,False,,,,,,14.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100173,Ket-10,22100,,100173.0,1.0,,False,,,,,,25.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100174,Kondara,6929,,100174.0,1.0,,False,,,,,,23.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100175,Kz-9,6931,,100175.0,1.0,,False,,,,,,34.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100176,LI-OF-095,641,,100176.0,1.0,,False,,,,,,36.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100177,LL-0,6933,,100177.0,1.0,,False,,,,,,22.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100178,Mammo-1,9964,,100178.0,1.0,,False,,,,,,46.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100179,Meh-0,22101,,100179.0,1.0,,False,,,,,,51.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100180,Ms-0,6938,,100180.0,1.0,,False,,,,,,27.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100181,Nz-1,7263,,100181.0,1.0,,False,,,,,,17.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100182,Per-1,8354,,100182.0,1.0,,False,,,,,,26.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100183,Pra-6,9948,,100183.0,1.0,,False,,,,,,38.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100184,Pu2-23,6951,,100184.0,1.0,,False,,,,,,22.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100185,Shahdara,6962,,100185.0,1.0,,False,,,,,,49.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100186,Sij-1,10008,,100186.0,1.0,,False,,,,,,33.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100187,Sij-2,10009,,100187.0,1.0,,False,,,,,,31.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100188,Sorbo,6963,,100188.0,1.0,,False,,,,,,48.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100189,St-0,8387,,100189.0,1.0,,False,,,,,,50.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100190,Tibet-0,22102,,100190.0,1.0,,False,,CS79062,29.68976,,,30.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100191,TueSB30-3,9999,,100191.0,1.0,,False,,,,,,18.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100192,Yilong-0,22103,,100192.0,1.0,,False,,,,,,30.0,,,no,HiFi,hifiasm_v0.18,Pool,2023.0,yes,Kang,2023.0,NatCommun,10.1038/s41467-023-42029-4,https://www.nature.com/articles/s41467-023-42029-4,
100193,Db-1,7419,,100193.0,1.0,,False,,,,,,10.0,,,no,HiFi,hifiasm_v0.16.1_Canu_v2.1.1,Pool,2024.0,yes,Lian,2024.0,NatGenet,10.1038/s41588-024-01715-9,https://www.nature.com/articles/s41588-024-01715-9,
