Assembly_ID,Accession_Name,Accession_ID,Accession_alias,Original_Assembly_ID,Version,QC_pipeline,Final_assembly,TMP_comments,CSnumber,Latitude,Longitude,Altitude,Gaps,Sum,Largest,Pangenome_reference,Primary_Sequencing_Technology,Assembler,Individual_or_pool,Latest_released_Year,Published,Publication_First_author,Publication_year,Publication_Journal,Publication_DOI,Publication_URL,Best_unique_assembly
100290,Rabacal-1,22005,,,1.0,,False,,CS2107642,,,,10.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100291,Areeiro-1,22006,,,1.0,,,,635AV,,,,13.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100292,ET-86.4,22007,,,1.0,,,,,,,,11.0,,,no,CLR,,Pool,2024.0,yes,Igolkina,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.05.30.596703v1,
100293,Pent-46,2212,,,1.0,,,,,,,,7.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,yes,Tao,2024.0,GenomeBiol,10.1186/s13059-024-03388-3,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03388-3,
100294,LI-EF-011,685,,100294.0,1.0,,,,,,,,4.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,yes,Tao,2024.0,GenomeBiol,10.1186/s13059-024-03388-3,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03388-3,
100295,14INRCT07,22117,,,1.0,,,,,,,,5.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,yes,Tao,2024.0,GenomeBiol,10.1186/s13059-024-03388-3,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03388-3,
100296,LI-EF-018,687,,,1.0,,,,,,,,13.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Tao,,unpublished,,,
100297,KEN,7475,,,1.0,,,,,,,,8.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Tao,,unpublished,,,
100298,15INRCT09,22118,,,1.0,,,,,,,,7.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Tao,,unpublished,,,
100299,MAR2-3,159,,100299.0,1.0,,False,,,,,,14.0,,,no,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100300,Ei-2,6915,,,1.0,,,,,,,,15.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100301,Ler-1,6932,,100301.0,1.0,,False,,,,,,5.0,,,no,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100302,Nok-3,6945,,,1.0,,,,,,,,11.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100303,Aa-0,7000,,,1.0,,,,,,,,12.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100304,Baa-1,7002,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100305,Bs-1,7003,,,1.0,,,,,,,,7.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100306,Bl-1,7025,,,1.0,,,,,,,,7.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100307,Com-1,7092,,,1.0,,,,,,,,5.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100308,Pi-0,7298,,100308.0,1.0,,False,,,,,,17.0,,,no,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100309,Sten-0,7346,,,1.0,,,,,,,,8.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100310,Tscha-1,7372,,,1.0,,,,,,,,13.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100311,Tsu-0,7373,,,1.0,,,,,,,,4.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100312,Uk-1,7378,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100313,Est,7127,,,1.0,,,,,,,,8.0,,,yes,HiFi,hifiasm_v0.15.5-r350,Pool???,2024.0,no,Movilli,,unpublished,,,
100314,Tsu-0,7373,,,2.0,,,,,,,,4.0,,,yes,HiFi,hifiasm_v0.19.2,Pool???,2024.0,no,Movilli,,unpublished,,,
100315,Kondara,6929,,,1.0,,,,CS76532,,,,17.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2024.0,no,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100316,Lag1-6,9104,,,1.0,,,,CS77001,,,,14.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2024.0,no,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100317,IP-Sac-0,9578,,,1.0,,,,CS77229,,,,14.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2024.0,no,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100318,T850,6137,,,1.0,,,,CS77320,,,,19.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2024.0,no,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100319,IP-Per-0,9879,,100319.0,1.0,,False,,CS77169,,,,29.0,,,no,HiFi,hifiasm_v0.15.4,Pool,2023.0,yes,Teasdale,2024.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2024.09.02.610789v1,
100320,IP-Moa-0,9557,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Lucke,,unpublished,,,
100321,Tü-NK-12,9811,,,,,,Not avaiable,CS77395 ,,,,,,,no,HiFi,,,,,Schwab,,unpublished,,,
100322,PA2338,22119,,,,,,Not avaiable,,,,,,,,no,HiFi,,,,,Schwab,,unpublished,,,
100323,Col-0,6909,MA32-59,,1.0,,False,,,,,,7.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100324,Col-0,6909,MA32-69,,1.0,,False,,,,,,8.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100325,Col-0,6909,MA32-89,,1.0,,False,,,,,,7.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100326,Col-0,6909,MA32-119,,1.0,,False,,,,,,6.0,,,no,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100327,Jm-0,8313,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,yes,Gorringe,2025.0,bioRxiv,,https://www.biorxiv.org/content/10.1101/2025.01.04.631303v1,
100328,Jl-3,7424,,,1.0,,,,,,,,9.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100329,Ha-P-13,9786,,,1.0,,,,CS76901,,,,7.0,,,yes,HiFi,hifiasm_v0.16.1_Canu_v2.1.39,Individual,2024.0,yes,Rabanal,,unpublished,,,
100330,Ale-Stenar-64-24,1002,,,1.0,,,,,,,,11.0,,,yes,HiFi,hifiasm_v0.16.1-r375,Individual,2024.0,no,Rabanal,,unpublished,,,
100331,TRÄ 01,6244,,,,,,,,,,,3.0,,,yes,HiFi,hifiasm_v0.24.0,Individual,,no,Rabanal,,unpublished,,,
100332,2024-05-15 00:00:00,22120,,,1.0,,,,,,,,43.0,,,no,CLR,Canu_v1.4,Did_not_say,2024.0,yes,Jiang,2024.0,PlantCell,10.1093/plcell/koad296,https://academic.oup.com/plcell/article-abstract/36/4/840/7456361?redirectedFrom=fulltext&login=false,
100333,Aitba-2,9939,,,1.0,,,,CS76347,31.48,-7.45,,43.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100334,Baa-1,7002,,,1.0,,,,CS76442,51.3333,6.1,,42.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100335,Con-0,9837,,,1.0,,,,CS76780,37.94,-5.6,,1.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100336,DraIV 6-22,5993,,,1.0,,,,CS76823,49.4112,16.2815,,30.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100337,Moj-0,9869,,,1.0,,,,CS77105,36.76,-5.28,,5.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100338,Mt-0,6939,,,1.0,,False,,CS1380,32.34,22.46,,13.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100339,Ped-0,9947,,,1.0,,,,CS76415,40.74,-3.9,,46.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100340,Yeg-8,9134,,,1.0,,,,CS78868,39.8692,45.3622,,4.0,,,no,ONT,flye_v2.9.2,Pool???,2024.0,yes,Kileeg,2024.0,GenomeBiolEvol,10.1093/gbe/evae169,https://academic.oup.com/gbe/article/16/8/evae169/7727391?login=false,
100341,Anz-0,9759,,,1.0,,,,CS76439,37.47,49.47,,13.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100342,BÃ5-1,8259,,,1.0,,,,CS76678,56.4,2024-09-12 00:00:00,,12.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100343,Cvi-0,6911,,,1.0,,,,CS76789,15.1111,-23.6167,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100344,Dolna-1-10,9700,,,1.0,,,,CS76803,42.32,2024-01-23 00:00:00,,9.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100345,Eden-1,6009,,,1.0,,,,CS76826,62.877,18.177,,19.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100346,En-D,7120,,,1.0,,,,CS76482,50.0,2024-05-08 00:00:00,,19.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100347,Esp1-11,9908,,,1.0,,,,CS76847,50.72,3.47,,10.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100348,Etna-2,9762,,,1.0,,,,CS76487,37.69,14.98,,20.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100349,IP-Vdm-0,9594,,,1.0,,,,CS78837,42.04,2024-01-01 00:00:00,,15.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,under review,Baduel,,under review,,,
100350,IP-Fun-0,9542,,,1.0,,,,CS76872,40.79,-4.05,,12.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100351,IP-Pal-0,9567,,,1.0,,,,CS77159,42.34,2024-03-01 00:00:00,,44.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100352,Kas-1,7183,,,1.0,,,,CS79018,35.0,77,,8.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100353,Lag2-4,9111,,,1.0,,,,CS77005,41.8296,46.2831,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100354,Ler-0,7213,,,1.0,,,,CS77020,47.984,8719-10-01 00:00:00,,9.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100355,Lerik1-7,9078,,,1.0,,,,CS77024,38.7406,48.6131,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100356,MNF-Pin-40,2017,,,1.0,,,,CS78982,43.5356,-86.1788,,32.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100357,Sij-1,9745,,,1.0,,,,CS77249,41.45,70.05,,12.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100358,T930,6145,,,1.0,,,,CS77324,55.9497,13.5533,,19.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,under review,Baduel,,under review,,,
100359,Taa-14,6163,,,1.0,,,,CS77331,62.6425,17.7356,,17.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100360,Tac-0,7350,,,1.0,,,,CS76609,47.2413,-122.459,,11.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,under review,Baduel,,under review,,,
100361,627RMX-1MN5,7530,,,1.0,,,,CS79023,42.0333,-86.5128,,12.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100362,Ãngs-74-430,1317,,,1.0,,,,CS76665,59.5667,16.8667,,20.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100363,Bach2-1,9796,,,1.0,,,,CS76680,48.41,8.84,,12.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100364,Boo2-3,5836,,,1.0,,,,CS77906,55.86,13.51,,23.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100365,Bur-0,7058,,,1.0,,,,CS76734,54.1,-6.2,,13.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100366,C24,6906,,,1.0,,,,,40.2077,-8.42639,,22.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100367,Castelfed-4-210,9694,,,1.0,,,,CS78891,46.3378,2928-11-01 00:00:00,,16.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100368,Castelfed-4-211,9695,,,1.0,,,,CS78892,46.3378,2928-11-01 00:00:00,,13.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100369,CATS-6,9937,,,1.0,,,,CS76760,50.79,2.69,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100370,Ct-1,7067,,,1.0,,,,CS76786,37.3,15,,18.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100371,UKSE06-491,5249,,,1.0,,,,CS79003,51.2,0.3,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100372,Di-G,7096,,,1.0,,,,CS76472,47.3239,5.04278,,12.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100373,Dolna-1-40,9712,,,1.0,,,,CS76805,42.32,2024-01-23 00:00:00,,26.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100374,Eden-5,6010,,,1.0,,,,CS78000,62.877,18.177,,19.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100375,Eds-9,6017,,,1.0,,,,CS76835,62.9,2024-04-18 00:00:00,,20.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100376,Fri-1,9381,,,1.0,,,,CS76868,55.8106,14.2091,,16.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100377,IP-Her-12,9545,,,1.0,,,,CS76920,39.4,-5.78,,16.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100378,IP-Hum-2,9549,,,1.0,,,,CS76943,42.23,-3.69,,20.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100379,IP-Nog-17,9564,,,1.0,,,,CS77129,40.45,-1.6,,67.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100380,IP-Alm-0,9518,,,1.0,,,,CS76660,39.88,-0.36,,37.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100381,IP-Cat-0,9832,,,1.0,,,,CS76759,40.54,-3.69,,12.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100382,IP-Cem-0,9533,,,1.0,,,,CS76763,41.15,-4.32,,16.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100383,IP-Gra-0,9543,,,1.0,,,,CS76886,36.77,-5.39,,107.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100384,IP-Moa-0,9557,,,1.0,,,,CS77102,42.46,0.7,,10.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100385,IP-Pan-0,9568,,,1.0,,,,CS77160,42.76,-0.23,,17.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100386,IP-Per-0,9879,,,1.0,,There is an ONT that looks better,,CS77169,37.6,-1.12,,13.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100387,IP-Pun-0,9887,,,1.0,,,,CS77196,40.4,-4.77,,21.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100388,IP-Tol-7,9588,,,1.0,,,,CS77371,42.11,0.6,,20.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100389,IP-Vaz-0,9593,,,1.0,,,,CS78836,42.26,-2.99,,57.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100390,IP-Vis-0,9600,,,1.0,,,,CS78848,39.85,-6.04,,16.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100391,Kas-2,8424,,,1.0,,,,CS78905,35.0,77,,9.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100392,Ker-5,1757,,,1.0,,,,CS78971,42.184,-86.358,,17.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100393,KNO2-54,7767,,,1.0,,,,CS79026,41.273,-86.625,,18.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100394,Krazo-1,9616,,,1.0,,,,CS76984,53.06,51.96,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100395,Kru-3,9416,,,1.0,,,,CS76986,57.7215,18.3837,,10.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100396,Lag1-2,9100,,,1.0,,,,CS76998,41.8296,46.2831,,17.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100397,Lag1-7,9105,,,1.0,,,,CS77002,41.8296,46.2831,,10.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100398,Lerik2-7,9085,,,1.0,,,,CS77029,38.7833,48.5517,,15.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100399,LI-EF-011,685,,,1.0,,,,CS78954,40.9064,-73.1493,,29.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100400,LI-WP-039,544,,,1.0,,,,CS78949,40.9076,-73.2089,,21.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100401,Lov-1,6043,,,1.0,,,,CS77049,62.801,18.079,,13.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100402,Lv-5,6046,,,1.0,,,,CS77050,62.801,18.079,,16.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100403,MIA-1,853,,,1.0,,,,CS78958,41.7976,-86.6691,,25.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100404,MIA-5,854,,,1.0,,,,CS78959,41.7976,-86.6691,,21.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100405,Neo-6,772,,,1.0,,,,CS76560,37.35,72.4667,,12.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100406,NFA-10,6943,,,1.0,,,,CS77126,51.4083,-0.6383,,16.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100407,Nyl-13,9433,,,1.0,,,,CS77135,62.9513,18.2763,,16.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100408,Nyl-7,6069,,,1.0,,,,CS77137,62.9513,18.2763,,16.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100409,OOE2-1,19949,,,1.0,,,,CS79036,48.3268333,14.7181667,,10.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100410,OOE23,19951,,,1.0,,,,CS79038,48.3268333,14.7181667,,15.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100411,OOE3-1,15592,,,1.0,,,,CS78940,48.3314667,14.7158667,,13.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100412,Qar-8a,9764,,,1.0,,,,CS76581,34.1,35.84,,15.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100413,Samm,18696,,,1.0,,,,CS78929,61.57,30.63,,15.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100414,Sf-2,7328,,,1.0,,,,CS77247,41.7833,3.03333,,16.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100415,Sr:3,6086,,,1.0,,,,CS77267,58.9,2024-02-11 00:00:00,,10.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100416,T1160,6104,,,1.0,,,,CS77296,55.7,2024-02-13 00:00:00,,17.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100417,T610,6118,,,1.0,,,,CS77307,55.7,2024-02-13 00:00:00,,13.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100418,T890,6141,,,1.0,,,,CS78079,55.9414,13.5542,,30.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100419,Ta-0,7349,,,1.0,,,,CS76608,49.5,2024-05-14 00:00:00,,25.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100420,TOM-01,6235,,,1.0,,,,CS77372,62.9611,18.3589,,18.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100421,Tsu-0,7373,,,1.0,,,,CS77389,34.43,136.31,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100422,TV-30,6276,,,1.0,,,,CS78769,55.5796,14.3336,,9.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100423,UKID93,5798,,,1.0,,,,CS79010,53.1,-3.3,,11.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100424,UKSW06-257,4857,,,1.0,,,,CS79001,50.3,-4.9,,13.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100425,UKSW06-240,4840,,,1.0,,,,CS79000,50.4,-4.9,,16.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100426,UKSE06-541,5279,,,1.0,,,,CS79004,51.3,2024-01-01 00:00:00,,15.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
100427,Yeg-7,9133,,,1.0,,,,CS78867,39.8692,45.3622,,11.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100428,Yeg-8,9134,,,1.0,,,,CS78868,39.8692,45.3622,,14.0,,,no,ONT,Flye_v2.9-b1768,,2024.0,no,,,unpublished,,,
100429,Zu-0,7417,,,1.0,,,,CS78880,47.3667,8.55,,15.0,,,no,ONT,nextDenovo_v2.5.0,,2024.0,no,,,unpublished,,,
